station_code,lat,lon,DateTimeStamp,Historical,ProvisionalPlus,CollMethd,REP,F_Record,PO4F,F_PO4F,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,Chlorophyll-a (ug/L),F_CHLA_N,Unnamed: 20,Date
apanhnut  ,29.6504,-84.9289,2/1/2006 11:33,1,1,1,2,,0.001,<4>  ,0.029,<4>  ,0.003,<4>  ,0.27,<4>  C                   ,0.273,<4>  ,3.12,<4>  ,,2/1/2006
apanhnut  ,29.6504,-84.9289,3/1/2006 12:01,1,1,1,1,,0.001,<4>  ,0.03,<4>  ,0.003,<4>  ,0.334,<4>  C                   ,0.337,<4>  ,2.99,<4>  ,,3/1/2006
apanhnut  ,29.6504,-84.9289,3/1/2006 12:02,1,1,1,2,,0.001,<4>  ,0.031,<4>  ,0.003,<4>  ,0.309,<4>  C                   ,0.312,<4>  ,2.95,<4>  ,,3/1/2006
apanhnut  ,29.6504,-84.9289,4/4/2006 11:06,1,1,1,1,,0.001,<4>  ,0.064,<4>  ,,<4>  K                   ,,<4>  C - K               ,0.083,<4>  ,2.88,<4>  ,,4/4/2006
apanhnut  ,29.6504,-84.9289,4/4/2006 11:08,1,1,1,2,,0.001,<4>  ,0.065,<4>  ,,<4>  K                   ,,<4>  C - K               ,0.081,<4>  ,2.82,<4>  ,,4/4/2006
apanhnut  ,29.6504,-84.9289,5/3/2006 8:12,1,1,1,1,,,<4>  M                   ,,<4>  M                   ,,<4>  K                   ,,<4>  C - K               ,,<4>  M                   ,,<4>  M                   ,,5/3/2006
apanhnut  ,29.6504,-84.9289,5/3/2006 8:14,1,1,1,2,,,<4>  M                   ,,<4>  M                   ,,<4>  K                   ,,<4>  C - K               ,,<4>  M                   ,,<4>  M                   ,,5/3/2006
apanhnut  ,29.6504,-84.9289,6/7/2006 10:47,1,1,1,1,,,<4>  M                   ,,<4>  M                   ,,<4>  K                   ,,<4>  C - K               ,,<4>  M                   ,,<4>  M                   ,,6/7/2006
apanhnut  ,29.6504,-84.9289,6/7/2006 10:49,1,1,1,2,,,<4>  M                   ,,<4>  M                   ,,<4>  K                   ,,<4>  C - K               ,,<4>  M                   ,,<4>  M                   ,,6/7/2006
apanhnut  ,29.6504,-84.9289,7/5/2006 9:46,1,1,1,1,,,<4>  M                   ,,<4>  M                   ,,<4>  K                   ,,<4>  C - K               ,,<4>  M                   ,,<4>  M                   ,,7/5/2006
apanhnut  ,29.6504,-84.9289,7/5/2006 9:48,1,1,1,2,,,<4>  M                   ,,<4>  M                   ,,<4>  K                   ,,<4>  C - K               ,,<4>  M                   ,,<4>  M                   ,,7/5/2006
apanhnut  ,29.6504,-84.9289,8/8/2006 10:15,1,1,1,1,,0.002,<4>  ,0.004,<4>  B                   ,,<4>  K                   ,,<4>  C - K               ,0.007,<4>  B                   ,5.42,<4>  ,,8/8/2006
apanhnut  ,29.6504,-84.9289,8/8/2006 10:17,1,1,1,2,,0.001,<4>  ,0.004,<4>  ,,<4>  K                   ,,<4>  C - K               ,0.007,<4>  B                   ,5.34,<4>  ,,8/8/2006
apanhnut  ,29.6504,-84.9289,9/6/2006 9:47,1,1,1,1,,0.002,<4>  ,0.007,<4>  ,,<4>  K                   ,,<4>  C - K               ,0.007,<4>  B                   ,6.49,<4>  ,,9/6/2006
apanhnut  ,29.6504,-84.9289,9/6/2006 9:52,1,1,1,2,,0.001,<4>  ,0.008,<4>  ,,<4>  K                   ,,<4>  C - K               ,0.007,<4>  B                   ,6.32,<4>  ,,9/6/2006
apanhnut  ,29.6504,-84.9289,10/3/2006 10:44,1,1,1,1,,0.002,<4>  ,0.004,<4>  B                   ,,<4>  K                   ,,<4>  C - K               ,0.007,<4>  B                   ,5.17,<4>  ,,10/3/2006
apanhnut  ,29.6504,-84.9289,10/3/2006 10:46,1,1,1,2,,0.002,<4>  ,0.004,<4>  B                   ,,<4>  K                   ,,<4>  C - K               ,0.007,<4>  B                   ,5.55,<4>  ,,10/3/2006
apanhnut  ,29.6504,-84.9289,11/1/2006 10:07,1,1,1,1,,0.001,<4>  ,0.007,<4>  ,,<4>  K                   ,,<4>  C - K               ,0.007,<4>  B                   ,1.84,<4>  ,,11/1/2006
apanhnut  ,29.6504,-84.9289,11/1/2006 10:09,1,1,1,2,,0.002,<4>  ,0.007,<4>  ,,<4>  K                   ,,<4>  C - K               ,0.007,<4>  B                   ,1.92,<4>  ,,11/1/2006
apanhnut  ,29.6504,-84.9289,11/28/2006 12:52,1,1,1,1,,0.001,<4>  ,0.004,<4>  B                   ,,<4>  K                   ,,<4>  C - K               ,0.007,<4>  B                   ,5.3,<4>  ,,11/28/2006
apanhnut  ,29.6504,-84.9289,11/28/2006 12:54,1,1,1,2,,0.001,<4>  ,0.004,<4>  B                   ,,<4>  K                   ,,<4>  C - K               ,0.007,<4>  B                   ,5.34,<4>  ,,11/28/2006
apanhnut  ,29.6504,-84.9289,1/9/2007 12:15,1,1,1,1,,0.004,<0>  ,0.021,<0>  ,,,,,0.172,<0>  ,3.8,<0>  ,,1/9/2007
apanhnut  ,29.6504,-84.9289,1/9/2007 12:17,1,1,1,2,,0.006,<0>  ,0.023,<0>  ,,,,,0.173,<0>  ,3.9,<0>  ,,1/9/2007
apanhnut  ,29.6504,-84.9289,2/5/2007 10:59,1,1,1,1,,0.001,<0>  ,0.004,<0>  ,,,,,0.194,<0>  ,1.7,<0>  ,,2/5/2007
apanhnut  ,29.6504,-84.9289,2/5/2007 11:01,1,1,1,2,,0.002,<0>  ,0.005,<0>  ,,,,,0.191,<0>  ,1.7,<0>  ,,2/5/2007
apanhnut  ,29.6504,-84.9289,3/6/2007 11:11,1,1,1,1,,0.003,<0>  ,0.124,<0>  ,,,,,0.25,<0>  ,2.3,<0>  ,,3/6/2007
apanhnut  ,29.6504,-84.9289,4/9/2007 11:26,1,1,1,1,,0.002,<-4> [SBL] ,0.018,<0>  ,,,,,0.142,<0>  ,4.2,<0>  ,,4/9/2007
apanhnut  ,29.6504,-84.9289,5/8/2007 9:07,1,1,1,1,,0.002,<-4> [SBL] ,0.075,<0>  ,,,,,0.003,<0>  ,9.8,<0>  ,,5/8/2007
apanhnut  ,29.6504,-84.9289,6/5/2007 8:26,1,1,1,1,,0.002,<-4> [SBL] ,0.008,<-4> [SBL] ,,,,,0.0014,<-4> [SBL] ,8.5,<0>  ,,6/5/2007
apanhnut  ,29.6504,-84.9289,7/10/2007 8:38,1,1,1,1,,0.003,<0>  ,0.028,<0>  ,,,,,0.01,<0>  ,4,<0>  ,,7/10/2007
apanhnut  ,29.6504,-84.9289,8/7/2007 8:59,1,1,1,1,,0.002,<-4> [SBL] ,0.042,<0>  ,,,,,0.004,<0>  ,6.2,<0>  ,,8/7/2007
apanhnut  ,29.6504,-84.9289,9/10/2007 10:37,1,1,1,1,,0.002,<0>  ,0.01,<0>  ,,,,,0.0014,<-4> [SBL] ,7.2,<0>  ,,9/10/2007
apanhnut  ,29.6504,-84.9289,10/9/2007 10:07,1,1,1,1,,0.002,<-4> [SBL] ,0.008,<-4> [SBL] ,,,,,0.002,<0>  ,3.8,<0>  ,,10/9/2007
apanhnut  ,29.6504,-84.9289,11/5/2007 13:30,1,1,1,1,,0.002,<0>  ,0.012,<0>  ,,,,,0.0014,<-4> [SBL] ,2.7,<0>  ,,11/5/2007
apanhnut  ,29.6504,-84.9289,11/5/2007 13:32,1,1,1,2,,0.002,<-4> [SBL] ,0.01,<0>  ,,,,,0.007,<0>  ,2.7,<0>  ,,11/5/2007
apanhnut  ,29.6504,-84.9289,11/5/2007 13:35,1,1,1,3,,0.002,<-4> [SBL] ,0.014,<0>  ,,,,,0.002,<0>  ,2.4,<0>  ,,11/5/2007
apanhnut  ,29.6504,-84.9289,12/4/2007 12:15,1,1,1,1,,0.002,<-4> [SBL] ,0.008,<-4> [SBL] ,,,,,0.002,<0>  ,4.7,<0>  ,,12/4/2007
apanhnut  ,29.6504,-84.9289,1/6/2008 11:30,1,1,1,1,,0.002,<-4> [SBL] ,0.0117,<-4> [SBL] ,,,,,0.08,<0>  ,0.7,<0>  ,,1/6/2008
apanhnut  ,29.6504,-84.9289,2/11/2008 11:21,1,1,1,1,,0.002,<0>  ,0.022,<0>  ,,,,,0.226,<0>  ,4.2,<0>  ,,2/11/2008
apanhnut  ,29.6504,-84.9289,3/11/2008 10:26,1,1,1,1,,0.002,<0>  ,0.055,<0>  ,,,,,0.16,<0>  ,6.5,<0>  ,,3/11/2008
apanhnut  ,29.6504,-84.9289,4/21/2008 9:24,1,1,1,1,,0.002,<0>  ,0.014,<0>  ,,,,,0.181,<0>  ,3.1,<0>  ,,4/21/2008
apanhnut  ,29.6504,-84.9289,5/13/2008 11:37,1,1,1,1,,0.002,<-4> [SBL] ,0.018,<0>  ,,,,,0.0062,<-4> [SBL] ,9.2,<0>  ,,5/13/2008
apanhnut  ,29.6504,-84.9289,6/9/2008 9:05,1,1,1,1,,0.002,<-4> [SBL] ,0.03,<0>  ,,,,,0.0062,<-4> [SBL] ,5.2,<0>  ,,6/9/2008
apanhnut  ,29.6504,-84.9289,7/8/2008 13:46,1,1,1,1,,0.002,<-4> [SBL] ,0.022,<0>  ,,,,,0.0062,<-4> [SBL] ,9.6,<0>  ,,7/8/2008
apanhnut  ,29.6504,-84.9289,8/5/2008 8:35,1,1,1,1,,0.002,<-4> [SBL] ,0.016,<0>  ,,,,,0.0062,<-4> [SBL] ,6.2,<0>  ,,8/5/2008
apanhnut  ,29.6504,-84.9289,9/8/2008 8:56,1,1,1,1,,0.002,<0>  ,0.027,<0>  ,,,,,0.007,<0>  ,8.9,<0>  ,,9/8/2008
apanhnut  ,29.6504,-84.9289,10/7/2008 11:10,1,1,1,1,,0.003,<0>  ,0.012,<0>  ,,,,,0.0062,<-4> [SBL] (CHB) ,8,<0>  ,,10/7/2008
apanhnut  ,29.6504,-84.9289,10/7/2008 11:12,1,1,1,2,,0.002,<0>  ,0.0117,<-4> [SBL] ,,,,,0.0062,<-4> [SBL] (CHB) ,9.2,<0>  ,,10/7/2008
apanhnut  ,29.6504,-84.9289,10/7/2008 11:15,1,1,1,3,,0.002,<0>  ,0.0117,<-4> [SBL] ,,,,,0.0062,<-4> [SBL] (CHB) ,8.5,<0>  ,,10/7/2008
apanhnut  ,29.6504,-84.9289,11/4/2008 9:29,1,1,1,1,,0.002,<0>  ,0.017,<0>  ,,,,,0.0062,<-4> [SBL] ,3.4,<0>  ,,11/4/2008
apanhnut  ,29.6504,-84.9289,12/3/2008 11:35,1,1,1,1,,0.002,<-4> [SBL] (CHB) ,0.024,<0>  ,,,,,0.015,<0>  ,6.2,<0>  ,,12/3/2008
apanhnut  ,29.6504,-84.9289,1/13/2009 10:45,1,1,1,1,,,<-2>  ,,<-2>  ,,,,,,<-2>  ,,<-2>  ,,1/13/2009
apanhnut  ,29.6504,-84.9289,2/10/2009 12:47,1,1,1,1,,0.002,<-4> [SBL] ,0.0117,<-4> [SBL] ,,,,,0.0062,<-4> [SBL] ,4.9,<0>  ,,2/10/2009
apanhnut  ,29.6504,-84.9289,3/10/2009 11:06,1,1,1,1,,0.002,<-4> [SBL] ,0.021,<0>  ,,,,,0.303,<0>  ,3.8,<0>  ,,3/10/2009
apanhnut  ,29.6504,-84.9289,4/15/2009 10:57,1,1,1,1,{CRE} {CSM},0.015,<0>  ,0.063,<0>  ,,,,,0.209,<0>  ,1.6,<0>  ,,4/15/2009
apanhnut  ,29.6504,-84.9289,5/5/2009 11:50,1,1,1,1,,0.001,<-4> [SBL] ,0.0193,<-4> [SBL] ,,,,,0.008,<0>  ,4.2,<0>  ,,5/5/2009
apanhnut  ,29.6504,-84.9289,6/9/2009 8:50,1,1,1,1,,0.001,<-4> [SBL] ,0.0193,<-4> [SBL] ,,,,,0.103,<0>  ,9.2,<0>  ,,6/9/2009
apanhnut  ,29.6504,-84.9289,7/14/2009 11:50,1,1,1,1,,0.001,<0>  ,0.0193,<-4> [SBL] ,,,,,0.007,<0>  ,9.6,<0>  ,,7/14/2009
apanhnut  ,29.6504,-84.9289,8/4/2009 11:44,1,1,1,1,,0.001,<-4> [SBL] ,0.0193,<-4> [SBL] ,,,,,0.104,<0>  ,4.5,<0>  ,,8/4/2009
apanhnut  ,29.6504,-84.9289,9/8/2009 11:20,1,1,1,1,,0.001,<0>  ,0.0193,<-4> [SBL] ,,,,,0.011,<0>  ,15.6,<0>  ,,9/8/2009
apanhnut  ,29.6504,-84.9289,10/6/2009 10:28,1,1,1,1,,0.001,<0>  ,0.0193,<-4> [SBL] ,,,,,0.042,<0>  ,12.3,<0>  ,,10/6/2009
apanhnut  ,29.6504,-84.9289,11/3/2009 11:30,1,1,1,1,,0.001,<-4> [SBL] ,0.02,<0>  ,,,,,0.004,<0>  ,4.5,<0>  ,,11/3/2009
apanhnut  ,29.6504,-84.9289,12/8/2009 11:10,1,1,1,1,,0.005,<0>  ,0.036,<0>  ,,,,,0.159,<0>  ,5.6,<0>  ,,12/8/2009
apanhnut  ,29.6504,-84.9289,1/12/2010 12:09,1,1,1,1,,0.004,<0>  ,0.03,<0>  ,,,,,0.352,<0> (CHB) ,,<-2> [GDM] ,,1/12/2010
apanhnut  ,29.6504,-84.9289,2/2/2010 12:18,1,1,1,1,,0.006,<0>  ,0.041,<0>  ,,,,,0.379,<0>  ,4.7,<0>  ,,2/2/2010
apanhnut  ,29.6504,-84.9289,3/4/2010 12:27,1,1,1,1,,0.002,<-4> [SBL] ,0.031,<0>  ,,,,,0.367,<0>  ,4.7,<0>  ,,3/4/2010
apanhnut  ,29.6504,-84.9289,4/6/2010 9:23,1,1,1,1,,0.002,<-4> [SBL] ,0.0177,<-4> [SBL] ,,,,,0.334,<0>  ,2.9,<0>  ,,4/6/2010
apanhnut  ,29.6504,-84.9289,5/5/2010 9:33,1,1,1,1,,0.002,<-4> [SBL] ,0.0177,<-4> [SBL] ,,,,,0.194,<0>  ,8.9,<0>  ,,5/5/2010
apanhnut  ,29.6504,-84.9289,6/8/2010 13:11,1,1,1,1,,0.002,<-4> [SBL] ,0.0177,<-4> [SBL] ,,,,,0.011,<0>  ,8.9,<0>  ,,6/8/2010
apanhnut  ,29.6504,-84.9289,6/8/2010 13:13,1,1,1,2,,0.002,<-4> [SBL] ,0.044,<0>  ,,,,,0.016,<0>  ,7.2,<0>  ,,6/8/2010
apanhnut  ,29.6504,-84.9289,6/8/2010 13:15,1,1,1,3,,0.002,<-4> [SBL] ,0.0177,<-4> [SBL] ,,,,,0.017,<0>  ,8,<0>  ,,6/8/2010
apanhnut  ,29.6504,-84.9289,7/13/2010 11:53,1,1,1,1,,0.002,<-4> [SBL] ,0.0177,<-4> [SBL] ,,,,,0.0021,<-4> [SBL] ,12.5,<0>  ,,7/13/2010
apanhnut  ,29.6504,-84.9289,8/4/2010 8:13,1,1,1,1,,0.002,<-4> [SBL] ,0.0177,<-4> [SBL] ,,,,,0.014,<0>  ,11.2,<0>  ,,8/4/2010
apanhnut  ,29.6504,-84.9289,9/8/2010 10:52,1,1,1,1,,0.002,<-4> [SBL] ,0.024,<0>  ,,,,,0.008,<0>  ,10.5,<0>  ,,9/8/2010
apanhnut  ,29.6504,-84.9289,10/6/2010 9:35,1,1,1,1,,0.002,<0>  ,0.0177,<-4> [SBL] ,,,,,0.014,<0>  ,5.4,<0>  ,,10/6/2010
apanhnut  ,29.6504,-84.9289,12/14/2010 12:52,1,1,1,1,,0.003,<0>  ,0.044,<0>  ,,,,,0.148,<0>  ,5.8,<0>  ,,12/14/2010
apanhnut  ,29.6504,-84.9289,1/11/2011 11:46,0,1,1,1,,0.003,<-4> [SBL] ,0.041,<0>  ,,,,,0.056,<0> (CUS) ,7.2,<0>  ,,1/11/2011
apanhnut  ,29.6504,-84.9289,2/9/2011 12:20,0,1,1,1,,0.004,<0>  ,0.04,<0>  ,,,,,0.148,<0> (CUS) ,8.5,<0>  ,,2/9/2011
apanhnut  ,29.6504,-84.9289,5/11/2011 10:10,0,1,1,1,,0.004,<0>  ,0.036,<0>  ,,,,,0.003,<0> (CUS) ,8,<0>  ,,5/11/2011
apanhnut  ,29.6504,-84.9289,8/3/2011 9:05,0,1,1,1,,0.003,<-4> [SBL] ,0.015,<-4> [SBL] ,,,,,0.003,<-4> [SBL] (CUS) ,13.6,<0>  ,,8/3/2011
apanhnut  ,29.6504,-84.9289,9/7/2011 9:54,0,1,1,1,,0.003,<-4> [SBL] ,0.015,<-4> [SBL] ,,,,,0.003,<-4> [SBL] (CUS) ,17.6,<0>  ,,9/7/2011
apanhnut  ,29.6504,-84.9289,12/13/2011 10:46,0,1,1,1,,0.006,<0>  ,0.042,<0>  ,,,,,0.003,<-4> [SBL] (CUS) ,3.4,<0>  ,,12/13/2011
apanhnut  ,29.6504,-84.9289,2/7/2012 11:25,0,1,1,1,,0.006,<0>  ,0.022,<0>  ,,,,,0.035,<0>  ,7.15,<0>  ,,2/7/2012
apanhnut  ,29.6504,-84.9289,4/4/2012 10:13,0,1,1,1,,0.005,<0>  ,0.016,<0>  ,,,,,0.097,<0>  ,4.24,<0>  ,,4/4/2012
apanhnut  ,29.6504,-84.9289,5/9/2012 9:53,0,1,1,1,,0.003,<-4> [SBL] ,0.021,<0>  ,,,,,0.077,<0>  ,6.26,<0>  ,,5/9/2012
apanhnut  ,29.6504,-84.9289,7/3/2012 9:41,0,1,1,1,{CSM},0.003,<-4> [SBL] ,0.013,<-4> [SBL] ,,,,,0.014,<0>  ,3.13,<0>  ,,7/3/2012
apanhnut  ,29.6504,-84.9289,8/7/2012 9:33,0,1,1,1,{CSM},0.003,<-4> [SBL] ,0.013,<-4> [SBL] ,,,,,0.018,<0>  ,7.82,<0>  ,,8/7/2012
apanhnut  ,29.6504,-84.9289,10/2/2012 9:05,0,1,1,1,,0.003,<-4> [SBL] ,0.041,<0>  ,,,,,0.003,<0>  ,16.31,<0>  ,,10/2/2012
apanhnut  ,29.6504,-84.9289,11/6/2012 10:15,0,1,1,1,,0.003,<-4> [SBL] ,0.03,<0>  ,,,,,0.004,<0>  ,2.23,<0>  ,,11/6/2012
apanhnut  ,29.6504,-84.9289,11/26/2012 11:56,0,1,1,1,,0.003,<-4> [SBL] ,0.027,<0>  ,,,,,0.0024,<-4> [SBL] ,1.56,<0>  ,,11/26/2012
apanhnut  ,29.6504,-84.9289,1/8/2013 10:53,0,1,1,1,,,<-2> [GDM] ,,<-2> [GDM] ,,,,,,<-2> [GDM] ,,<-2> [GDM] ,,1/8/2013
apanhnut  ,29.6504,-84.9289,2/5/2013 10:01,0,1,1,1,,0.01,<0>  ,0.019,<0>  ,,,,,0.002,<-4> [SBL] ,8.04,<0>  ,,2/5/2013
apanhnut  ,29.6504,-84.9289,3/4/2013 15:31,0,1,1,1,,0.006,<0>  ,0.121,<0>  ,,,,,0.231,<0>  ,4.47,<0>  ,,3/4/2013
apanhnut  ,29.6504,-84.9289,4/2/2013 9:56,0,1,1,1,,0.003,<-4> [SBL] ,0.134,<0>  ,,,,,0.288,<0>  ,7.82,<0>  ,,4/2/2013
apanhnut  ,29.6504,-84.9289,5/8/2013 9:48,0,1,1,1,,0.003,<0>  ,0.074,<0>  ,,,,,0.11,<0>  ,3.35,<0>  ,,5/8/2013
apanhnut  ,29.6504,-84.9289,6/3/2013 9:27,0,1,1,1,,0.004,<0>  ,0.034,<0>  ,,,,,0.109,<0>  ,,<-2> [GDM] ,,6/3/2013
apanhnut  ,29.6504,-84.9289,7/9/2013 9:11,0,1,1,1,,0.004,<0>  ,0.036,<0>  ,,,,,0.087,<0>  ,8.2,<0>  ,,7/9/2013
apanhnut  ,29.6504,-84.9289,8/12/2013 10:25,0,1,1,1,,,<-2> [GDM] ,,<-2> [GDM] ,,,,,,<-2> [GDM] ,,<-2> [GDM] ,,8/12/2013
apanhnut  ,29.6504,-84.9289,9/4/2013 8:34,0,1,1,1,,0.004,<0>  ,0.009,<0>  ,,,,,0.04,<0>  ,8.2,<0>  ,,9/4/2013
apanhnut  ,29.6504,-84.9289,10/8/2013 9:40,0,1,1,1,,,<-2> [GDM] ,,<-2> [GDM] ,,,,,,<-2> [GDM] ,,<-2> [GDM] ,,10/8/2013
apanhnut  ,29.6504,-84.9289,10/29/2013 10:40,0,1,1,1,,,<-2> [GDM] ,,<-2> [GDM] ,,,,,,<-2> [GDM] ,,<-2> [GDM] ,,10/29/2013
apanhnut  ,29.6504,-84.9289,12/3/2013 11:30,0,1,1,1,,0.004,<0>  ,0.007,<0>  ,,,,,0.029,<0>  ,9.4,<0>  ,,12/3/2013
apanhnut  ,29.6504,-84.9289,1/13/2014 10:42,1,1,1,1,,0.004,<-4> [SBL] ,0.016,<0>  ,,,,,0.32,<0>  ,7.3,<0>  ,,1/13/2014
apanhnut  ,29.6504,-84.9289,2/10/2014 11:28,1,1,1,1,,0.004,<-4> [SBL] ,0.009,<0>  ,,,,,0.35,<0>  ,6.8,<0>  ,,2/10/2014
apanhnut  ,29.6504,-84.9289,3/4/2014 10:33,1,1,1,1,,0.004,<-4> [SBL] ,0.008,<0>  ,,,,,0.31,<0>  ,5.8,<0>  ,,3/4/2014
apanhnut  ,29.6504,-84.9289,4/1/2014 9:18,1,1,1,1,,0.004,<-4> [SBL] ,0.018,<0>  ,,,,,0.29,<0>  ,5.2,<0>  ,,4/1/2014
apanhnut  ,29.6504,-84.9289,5/6/2014 10:38,1,1,1,1,,0.012,<0>  ,0.017,<0>  ,,,,,0.35,<0>  ,7.2,<0>  ,,5/6/2014
apanhnut  ,29.6504,-84.9289,6/10/2014 8:47,1,1,1,1,,0.004,<-4> [SBL] ,0.009,<0>  ,,,,,0.004,<-4> [SBL] ,5.1,<0>  ,,6/10/2014
apanhnut  ,29.6504,-84.9289,7/1/2014 12:35,1,1,1,1,,0.004,<-4> [SBL] ,0.008,<0>  ,,,,,0.004,<-4> [SBL] ,10,<0>  ,,7/1/2014
apanhnut  ,29.6504,-84.9289,8/6/2014 9:45,1,1,1,1,,0.004,<-4> [SBL] ,0.014,<0>  ,,,,,0.008,<0>  ,9,<0>  ,,8/6/2014
apanhnut  ,29.6504,-84.9289,9/3/2014 9:51,1,1,1,1,,0.004,<-4> [SBL] ,0.014,<0>  ,,,,,0.007,<0>  ,8,<0>  ,,9/3/2014
apanhnut  ,29.6504,-84.9289,10/7/2014 9:32,1,1,1,1,,0.004,<-4> [SBL] ,0.004,<0>  ,,,,,0.004,<-4> [SBL] ,6.4,<0>  ,,10/7/2014
apanhnut  ,29.6504,-84.9289,10/28/2014 9:15,1,1,1,1,,0.004,<-4> [SBL] ,0.004,<0>  ,,,,,0.007,<0>  ,5,<0>  ,,10/28/2014
apanhnut  ,29.6504,-84.9289,12/3/2014 11:20,1,1,2,1,,,<-2> [GDM] ,,<-2> [GDM] ,,,,,,<-2> [GDM] ,,<-2> [GDM] ,,12/3/2014
apanhnut  ,29.6504,-84.9289,1/6/2015 13:21,1,1,1,1,,0.008,<0>  ,0.032,<0>  ,,,,,0.22,<0>  ,5,<0>  ,,1/6/2015
apanhnut  ,29.6504,-84.9289,2/11/2015 9:54,1,1,1,1,,0.004,<-4> [SBL] ,0.008,<0>  ,,,,,0.26,<0>  ,2.6,<0>  ,,2/11/2015
apanhnut  ,29.6504,-84.9289,3/10/2015 9:39,1,1,1,1,,0.004,<0>  ,0.016,<0>  ,,,,,0.064,<0>  ,4.3,<0>  ,,3/10/2015
apanhnut  ,29.6504,-84.9289,4/6/2015 10:00,1,1,1,1,,0.005,<0>  ,0.026,<0>  ,,,,,0.062,<0>  ,7.1,<0>  ,,4/6/2015
apanhnut  ,29.6504,-84.9289,5/7/2015 8:57,1,1,1,1,,0.004,<-4> [SBL] ,0.009,<0>  ,,,,,0.14,<0>  ,9,<0>  ,,5/7/2015
apanhnut  ,29.6504,-84.9289,6/2/2015 8:44,1,1,1,1,,0.004,<-4> [SBL] ,0.006,<0>  ,,,,,0.036,<0>  ,7.1,<0>  ,,6/2/2015
apanhnut  ,29.6504,-84.9289,7/7/2015 9:05,1,1,1,1,,0.004,<-4> [SBL] ,0.061,<0>  ,,,,,0.035,<0>  ,7.6,<0>  ,,7/7/2015
apanhnut  ,29.6504,-84.9289,8/4/2015 9:43,1,1,1,1,,0.004,<-4> [SBL] ,0.006,<0>  ,,,,,0.004,<-4> [SBL] ,7.3,<0>  ,,8/4/2015
apanhnut  ,29.6504,-84.9289,9/1/2015 9:16,1,1,1,1,,0.004,<-4> [SBL] ,0.003,<0>  ,,,,,0.004,<-4> [SBL] ,8,<0>  ,,9/1/2015
apanhnut  ,29.6504,-84.9289,10/6/2015 9:14,1,1,1,1,,0.004,<-4> [SBL] ,0.006,<0>  ,,,,,0.022,<0>  ,10,<0>  ,,10/6/2015
apanhnut  ,29.6504,-84.9289,11/3/2015 10:12,1,1,1,1,,0.004,<-4> [SBL] ,0.03,<0>  ,,,,,0.069,<0>  ,1.8,<0>  ,,11/3/2015
apanhnut  ,29.6504,-84.9289,12/1/2015 11:24,1,1,1,1,,0.004,<-4> [SBL] ,0.008,<0>  ,,,,,0.054,<0>  ,2.3,<0>  ,,12/1/2015
apanhnut  ,29.6504,-84.9289,1/13/2016 11:41,1,1,1,1,,0.01,<0>  ,0.034,<0>  ,,,,,0.23,<0>  ,1.3,<-4> [SBL] ,,1/13/2016
apanhnut  ,29.6504,-84.9289,1/13/2016 11:44,1,1,1,2,,0.011,<0>  ,0.033,<0>  ,,,,,0.23,<0>  ,1.1,<-4> [SBL] ,,1/13/2016
apanhnut  ,29.6504,-84.9289,1/13/2016 11:48,1,1,1,3,,0.009,<0>  ,0.035,<0>  ,,,,,0.23,<0>  ,1.1,<-4> [SBL] ,,1/13/2016
apanhnut  ,29.6504,-84.9289,2/17/2016 10:59,1,1,1,1,,0.005,<0>  ,0.008,<0>  ,,,,,0.4,<0>  ,3.6,<0>  ,,2/17/2016
apanhnut  ,29.6504,-84.9289,3/1/2016 10:34,1,1,1,1,,0.004,<-4> [SBL] ,0.006,<0>  ,,,,,0.43,<0>  ,3.6,<0>  ,,3/1/2016
apanhnut  ,29.6504,-84.9289,4/5/2016 10:10,1,1,1,1,,0.004,<-4> [SBL] ,0.01,<0>  ,,,,,0.2,<0>  ,10,<0>  ,,4/5/2016
apanhnut  ,29.6504,-84.9289,5/10/2016 9:14,1,1,1,1,,0.004,<-4> [SBL] ,0.008,<0>  ,,,,,0.12,<0>  ,7.4,<0>  ,,5/10/2016
apanhnut  ,29.6504,-84.9289,6/1/2016 9:17,1,1,1,1,,0.004,<-4> [SBL] ,0.005,<0>  ,,,,,0.077,<0>  ,9.8,<0>  ,,6/1/2016
apanhnut  ,29.6504,-84.9289,7/5/2016 8:50,1,1,1,1,,0.005,<0>  ,0.01,<0>  ,,,,,0.004,<-4> [SBL] ,4,<0>  ,,7/5/2016
apanhnut  ,29.6504,-84.9289,8/2/2016 8:52,1,1,1,1,,0.004,<-4> [SBL] ,0.005,<0>  ,,,,,0.004,<-4> [SBL] ,8.5,<0>  ,,8/2/2016
apanhnut  ,29.6504,-84.9289,9/12/2016 9:51,1,1,1,1,,0.004,<-4> [SBL] ,0.009,<0>  ,,,,,0.004,<-4> [SBL] ,5.8,<0>  ,,9/12/2016
apanhnut  ,29.6504,-84.9289,10/3/2016 8:28,1,1,1,1,,0.004,<-4> [SBL] ,0.007,<0>  ,,,,,0.004,<-4> [SBL] ,6.4,<0>  ,,10/3/2016
apanhnut  ,29.6504,-84.9289,11/1/2016 8:57,1,1,1,1,,0.004,<-4> [SBL] ,0.01,<0>  ,,,,,0.004,<-4> [SBL] ,3.5,<0>  ,,11/1/2016
